Date,Unnamed: 6,Unnamed: 7,Unnamed: 10,Unnamed: 12,Unnamed: 15,Unnamed: 19,Unnamed: 22,Unnamed: 24,Unnamed: 27,Unnamed: 31,Unnamed: 33,Unnamed: 36,snapshot_date,arrival_date,actual_or_forecast,Day,Rooms Sold,Arrival Rooms,Compliment Rooms,House Use,Individual Confirm,Occupancy %,Room Revenue,ARR,Departure Rooms,OOO Rooms,Pax,Total Room Inventory
,110.0,71.0,39.0,0.0,3.0,71.0,61.8182,419735.28,5911.7645,67.0,22.0,110.0,,,actual,,,,,,,,,,,,,
,111.0,83.0,41.0,0.0,3.0,83.0,72.0721,476338.9,5739.0228,32.0,21.0,128.0,,,actual,,,,,,,,,,,,,
,108.0,95.0,58.0,0.0,3.0,95.0,85.1852,550119.35,5790.73,46.0,25.0,143.0,,,actual,,,,,,,,,,,,,
,119.0,118.0,66.0,0.0,2.0,118.0,97.479,725056.44,6144.5461,45.0,13.0,177.0,,,actual,,,,,,,,,,,,,
,118.0,118.0,63.0,0.0,2.0,118.0,98.3051,678972.96,5754.0081,65.0,14.0,173.0,,,actual,,,,,,,,,,,,,
,118.0,114.0,51.0,0.0,2.0,114.0,94.9153,692112.04,6071.1582,58.0,14.0,181.0,,,actual,,,,,,,,,,,,,
,119.0,104.0,62.0,0.0,2.0,104.0,85.7143,607888.39,5845.0806,73.0,13.0,176.0,,,actual,,,,,,,,,,,,,
,119.0,103.0,62.0,0.0,1.0,103.0,85.7143,590121.0,5729.33,67.0,13.0,155.0,,,actual,,,,,,,,,,,,,
,115.0,107.0,57.0,0.0,2.0,107.0,91.3043,610938.05,5709.7014,55.0,17.0,149.0,,,actual,,,,,,,,,,,,,
,114.0,107.0,57.0,0.0,1.0,107.0,92.9825,645431.4,6032.0691,58.0,18.0,159.0,,,actual,,,,,,,,,,,,,
,119.0,117.0,68.0,0.0,1.0,117.0,97.479,894707.05,7647.0688,58.0,13.0,165.0,,,actual,,,,,,,,,,,,,
,119.0,115.0,52.0,0.0,1.0,115.0,95.7983,831651.07,7231.7484,54.0,13.0,154.0,,,actual,,,,,,,,,,,,,
,119.0,118.0,43.0,0.0,1.0,118.0,98.3193,840851.88,7125.8633,40.0,13.0,169.0,,,actual,,,,,,,,,,,,,
,116.0,106.0,49.0,0.0,2.0,106.0,89.6552,634875.97,5989.3959,62.0,16.0,173.0,,,actual,,,,,,,,,,,,,
,115.0,83.0,33.0,0.0,1.0,83.0,71.3043,520146.9,6266.8301,58.0,17.0,134.0,,,actual,,,,,,,,,,,,,
,112.0,73.0,28.0,0.0,2.0,73.0,63.3929,458209.35,6276.8404,38.0,20.0,111.0,,,actual,,,,,,,,,,,,,
,108.0,48.0,14.0,0.0,2.0,48.0,42.5926,288012.27,6000.2556,39.0,24.0,74.0,,,actual,,,,,,,,,,,,,
,110.0,36.0,7.0,0.0,1.0,36.0,31.8182,217015.47,6028.2075,20.0,22.0,54.0,,,actual,,,,,,,,,,,,,
,109.0,47.0,19.0,0.0,1.0,47.0,42.2018,296304.26,6304.3459,8.0,23.0,70.0,,,actual,,,,,,,,,,,,,
,111.0,69.0,31.0,0.0,2.0,69.0,60.3604,440601.13,6385.5236,9.0,22.0,119.0,,,actual,,,,,,,,,,,,,
,114.0,81.0,33.0,0.0,2.0,81.0,69.2982,504887.04,6233.1733,21.0,19.0,128.0,,,actual,,,,,,,,,,,,,
,114.0,102.0,69.0,0.0,2.0,102.0,87.7193,623776.61,6115.4569,49.0,18.0,143.0,,,actual,,,,,,,,,,,,,
,110.0,105.0,46.0,0.0,2.0,105.0,93.6364,678830.99,6465.057,44.0,22.0,137.0,,,actual,,,,,,,,,,,,,
,113.0,106.0,39.0,0.0,8.0,106.0,86.7257,641237.75,6049.4127,38.0,20.0,145.0,,,actual,,,,,,,,,,,,,
,114.0,113.0,32.0,0.0,11.0,113.0,89.4737,670591.51,5934.4381,26.0,18.0,154.0,,,actual,,,,,,,,,,,,,
,113.0,109.0,54.0,0.0,8.0,109.0,89.3805,655183.62,6010.8588,58.0,19.0,164.0,,,actual,,,,,,,,,,,,,
,112.0,109.0,51.0,0.0,7.0,109.0,91.0714,669076.88,6138.32,51.0,20.0,165.0,,,actual,,,,,,,,,,,,,
,113.0,110.0,54.0,1.0,6.0,110.0,91.1504,703020.22,6391.0929,53.0,19.0,173.0,,,actual,,,,,,,,,,,,,
,113.0,107.0,49.0,1.0,7.0,107.0,87.6106,644698.59,6025.2204,53.0,19.0,149.0,,,actual,,,,,,,,,,,,,
,112.0,105.0,44.0,0.0,4.0,105.0,90.1786,680585.65,6481.768,47.0,18.0,145.0,,,actual,,,,,,,,,,,,,
,113.0,105.0,51.0,0.0,5.0,105.0,88.4956,677279.74,6450.2832,51.0,19.0,144.0,,,actual,,,,,,,,,,,,,
,113.0,105.0,44.0,0.0,6.0,105.0,87.6106,652043.32,6209.9363,46.0,19.0,150.0,,,actual,,,,,,,,,,,,,
,113.0,87.0,29.0,0.0,7.0,87.0,70.7965,517984.8,5953.8482,48.0,22.0,128.0,,,actual,,,,,,,,,,,,,
,112.0,96.0,55.0,0.0,3.0,96.0,83.0357,645405.87,6722.9778,47.0,17.0,165.0,,,actual,,,,,,,,,,,,,
,115.0,115.0,70.0,0.0,1.0,115.0,99.1304,870923.19,7573.2451,52.0,17.0,200.0,,,actual,,,,,,,,,,,,,
,115.0,115.0,29.0,0.0,0.0,115.0,100.0,863571.64,7509.3186,29.0,17.0,200.0,,,actual,,,,,,,,,,,,,
,114.0,106.0,49.0,0.0,1.0,106.0,92.1053,763367.0,7201.5754,56.0,18.0,158.0,,,actual,,,,,,,,,,,,,
,116.0,115.0,43.0,0.0,0.0,115.0,99.1379,878811.43,7641.8385,37.0,16.0,167.0,,,actual,,,,,,,,,,,,,
,115.0,115.0,50.0,0.0,1.0,115.0,99.1304,828139.78,7201.2154,52.0,17.0,145.0,,,actual,,,,,,,,,,,,,
,113.0,110.0,61.0,0.0,0.0,110.0,97.3451,917705.87,8342.7806,66.0,18.0,144.0,,,actual,,,,,,,,,,,,,
,114.0,107.0,49.0,2.0,0.0,107.0,92.1053,817863.15,7643.5808,52.0,18.0,159.0,,,actual,,,,,,,,,,,,,
,116.0,110.0,52.0,2.0,0.0,110.0,93.1034,822859.05,7480.5368,51.0,16.0,156.0,,,actual,,,,,,,,,,,,,
,115.0,109.0,52.0,0.0,1.0,109.0,93.913,773558.26,7096.8647,51.0,17.0,165.0,,,actual,,,,,,,,,,,,,
,116.0,110.0,62.0,1.0,1.0,110.0,93.1034,841345.33,7648.5939,62.0,16.0,171.0,,,actual,,,,,,,,,,,,,
,115.0,110.0,55.0,0.0,0.0,110.0,95.6522,949451.4,8631.3763,54.0,17.0,173.0,,,actual,,,,,,,,,,,,,
,114.0,105.0,49.0,0.0,0.0,105.0,92.1053,853112.94,8124.8851,55.0,18.0,166.0,,,actual,,,,,,,,,,,,,
,113.0,105.0,33.0,0.0,0.0,105.0,92.9204,806743.94,7683.2756,33.0,19.0,158.0,,,actual,,,,,,,,,,,,,
,114.0,105.0,57.0,0.0,1.0,105.0,91.2281,745588.43,7100.8421,57.0,18.0,153.0,,,actual,,,,,,,,,,,,,
,115.0,104.0,66.0,0.0,1.0,104.0,89.5652,765381.75,7359.4399,68.0,17.0,162.0,,,actual,,,,,,,,,,,,,
,115.0,102.0,69.0,0.0,0.0,102.0,88.6957,766163.43,7511.4061,75.0,18.0,159.0,,,actual,,,,,,,,,,,,,
,116.0,112.0,63.0,1.0,1.0,112.0,94.8276,843840.93,7534.294,53.0,16.0,169.0,,,actual,,,,,,,,,,,,,
,115.0,112.0,48.0,0.0,1.0,112.0,96.5217,931172.85,8314.0433,47.0,17.0,162.0,,,actual,,,,,,,,,,,,,
,114.0,108.0,53.0,0.0,0.0,108.0,94.7368,847023.18,7842.8072,57.0,18.0,140.0,,,actual,,,,,,,,,,,,,
,116.0,110.0,46.0,0.0,0.0,110.0,94.8276,927054.18,8427.7652,43.0,16.0,162.0,,,actual,,,,,,,,,,,,,
,115.0,100.0,58.0,2.0,1.0,100.0,84.3478,783544.64,7835.4464,68.0,18.0,160.0,,,actual,,,,,,,,,,,,,
,115.0,111.0,66.0,1.0,1.0,111.0,94.7826,1056028.03,9513.766,56.0,17.0,188.0,,,actual,,,,,,,,,,,,,
,115.0,115.0,52.0,1.0,0.0,115.0,99.1304,1016521.13,8839.3141,48.0,17.0,211.0,,,actual,,,,,,,,,,,,,
,112.0,107.0,62.0,0.0,1.0,107.0,94.6429,818733.0,7651.7102,70.0,20.0,179.0,,,actual,,,,,,,,,,,,,
,113.0,94.0,51.0,0.0,1.0,94.0,82.3009,716491.93,7622.2545,65.0,19.0,150.0,,,actual,,,,,,,,,,,,,
,114.0,110.0,70.0,0.0,2.0,110.0,94.7368,870136.23,7910.3293,54.0,19.0,139.0,,,actual,,,,,,,,,,,,,
,113.0,111.0,26.0,0.0,1.0,111.0,97.3451,854481.02,7698.0272,25.0,20.0,137.0,,,actual,,,,,,,,,,,,,
,115.0,115.0,39.0,0.0,1.0,115.0,99.1304,807492.62,7021.6749,35.0,17.0,136.0,,,actual,,,,,,,,,,,,,
,112.0,102.0,53.0,0.0,1.0,102.0,90.1786,635523.28,6230.6203,67.0,20.0,158.0,,,actual,,,,,,,,,,,,,
,111.0,85.0,43.0,0.0,0.0,85.0,76.5766,594409.45,6993.0523,58.0,21.0,151.0,,,actual,,,,,,,,,,,,,
,108.0,94.0,45.0,0.0,2.0,94.0,85.1852,635295.98,6758.4678,36.0,24.0,149.0,,,actual,,,,,,,,,,,,,
,111.0,108.0,46.0,1.0,1.0,108.0,95.4955,801285.38,7419.309,33.0,21.0,170.0,,,actual,,,,,,,,,,,,,
,111.0,97.0,52.0,0.0,1.0,97.0,86.4865,629658.84,6491.3282,65.0,24.0,152.0,,,actual,,,,,,,,,,,,,
,110.0,87.0,46.0,0.0,1.0,87.0,78.1818,580234.32,6669.36,57.0,24.0,151.0,,,actual,,,,,,,,,,,,,
,109.0,102.0,64.0,0.0,2.0,102.0,91.7431,715044.1,7010.2362,52.0,23.0,177.0,,,actual,,,,,,,,,,,,,
,112.0,107.0,57.0,0.0,1.0,107.0,94.6429,783083.84,7318.5405,52.0,20.0,185.0,,,actual,,,,,,,,,,,,,
,102.0,100.0,52.0,0.0,1.0,100.0,97.0588,639877.23,6398.7723,59.0,30.0,168.0,,,actual,,,,,,,,,,,,,
,112.0,101.0,54.0,0.0,1.0,101.0,89.2857,717658.63,7105.5309,55.0,20.0,154.0,,,actual,,,,,,,,,,,,,
,110.0,82.0,40.0,0.0,1.0,82.0,73.6364,553863.22,6754.4295,62.0,22.0,121.0,,,actual,,,,,,,,,,,,,
,110.0,92.0,53.0,0.0,1.0,92.0,82.7273,616665.85,6702.8896,44.0,24.0,151.0,,,actual,,,,,,,,,,,,,
,110.0,89.0,50.0,0.0,1.0,89.0,80.0,601172.43,6754.7464,54.0,24.0,148.0,,,actual,,,,,,,,,,,,,
,111.0,110.0,76.0,0.0,3.0,110.0,96.3964,1045822.6,9507.4781,55.0,21.0,206.0,,,actual,,,,,,,,,,,,,
,111.0,88.0,56.0,0.0,1.0,88.0,78.3784,589129.14,6694.6493,78.0,21.0,162.0,,,actual,,,,,,,,,,,,,
,109.0,73.0,40.0,0.0,1.0,73.0,66.055,454499.32,6226.018,56.0,23.0,121.0,,,actual,,,,,,,,,,,,,
,108.0,68.0,40.0,0.0,1.0,68.0,62.037,415092.48,6104.3011,47.0,35.0,102.0,,,actual,,,,,,,,,,,,,
,107.0,75.0,46.0,0.0,1.0,75.0,69.1589,458281.02,6110.4136,39.0,34.0,104.0,,,actual,,,,,,,,,,,,,
,112.0,74.0,44.0,0.0,1.0,74.0,65.1786,462797.17,6254.0158,46.0,30.0,122.0,,,actual,,,,,,,,,,,,,
,107.0,79.0,38.0,0.0,2.0,79.0,71.9626,477951.88,6050.0237,34.0,35.0,126.0,,,actual,,,,,,,,,,,,,
,111.0,66.0,33.0,0.0,3.0,66.0,56.7568,405306.22,6141.0033,47.0,32.0,102.0,,,actual,,,,,,,,,,,,,
,110.0,50.0,23.0,0.0,3.0,50.0,42.7273,275762.61,5515.2522,39.0,35.0,76.0,,,actual,,,,,,,,,,,,,
,110.0,46.0,25.0,0.0,2.0,46.0,40.0,279289.81,6071.5176,29.0,31.0,73.0,,,actual,,,,,,,,,,,,,
,108.0,67.0,38.0,0.0,3.0,67.0,59.2593,385578.35,5754.9007,19.0,32.0,115.0,,,actual,,,,,,,,,,,,,
,104.0,64.0,37.0,0.0,3.0,64.0,58.6538,394208.46,6159.5071,40.0,40.0,100.0,,,actual,,,,,,,,,,,,,
,103.0,55.0,23.0,0.0,2.0,55.0,51.4563,329239.24,5986.168,33.0,37.0,85.0,,,actual,,,,,,,,,,,,,
,101.0,35.0,11.0,0.0,3.0,35.0,31.6832,233694.12,6676.9748,33.0,40.0,58.0,,,actual,,,,,,,,,,,,,
,100.0,25.0,8.0,0.0,3.0,25.0,22.0,177538.37,7101.5348,18.0,45.0,41.0,,,actual,,,,,,,,,,,,,
,97.0,31.0,13.0,0.0,3.0,31.0,28.866,222205.33,7167.9138,7.0,51.0,52.0,,,actual,,,,,,,,,,,,,
,50.0,19.0,2.0,0.0,3.0,19.0,32.0,136045.55,7160.2921,15.0,92.0,29.0,,,actual,,,,,,,,,,,,,
,55.0,35.0,18.0,0.0,3.0,35.0,58.1818,251549.01,7187.1145,2.0,84.0,56.0,,,actual,,,,,,,,,,,,,
,59.0,27.0,9.0,0.0,2.0,27.0,42.3729,188358.78,6976.2511,17.0,83.0,41.0,,,actual,,,,,,,,,,,,,
,58.0,29.0,11.0,0.0,2.0,29.0,46.5517,203989.03,7034.1044,9.0,82.0,43.0,,,actual,,,,,,,,,,,,,
,59.0,30.0,10.0,0.0,2.0,30.0,47.4576,197647.72,6588.2573,9.0,82.0,44.0,,,actual,,,,,,,,,,,,,
,63.0,27.0,9.0,0.0,2.0,27.0,39.6825,185336.35,6864.3092,12.0,78.0,37.0,,,actual,,,,,,,,,,,,,
,63.0,31.0,14.0,0.0,2.0,31.0,46.0317,214118.28,6907.0412,10.0,77.0,48.0,,,actual,,,,,,,,,,,,,
,60.0,25.0,8.0,0.0,2.0,25.0,38.3333,186697.39,7467.8956,13.0,80.0,35.0,,,actual,,,,,,,,,,,,,
,70.0,31.0,20.0,0.0,2.0,31.0,41.4286,238359.06,7689.0019,15.0,71.0,44.0,,,actual,,,,,,,,,,,,,
,73.0,28.0,11.0,0.0,2.0,28.0,35.6164,192987.54,6892.4121,14.0,69.0,45.0,,,actual,,,,,,,,,,,,,
,74.0,37.0,20.0,0.0,2.0,37.0,47.2973,235291.34,6359.2254,11.0,65.0,57.0,,,actual,,,,,,,,,,,,,
,66.0,45.0,31.0,0.0,2.0,45.0,65.1515,294269.1,6539.3133,23.0,68.0,60.0,,,actual,,,,,,,,,,,,,
,65.0,34.0,20.0,0.0,2.0,34.0,49.2308,262535.98,7721.6464,32.0,70.0,50.0,,,actual,,,,,,,,,,,,,
,62.0,37.0,22.0,0.0,2.0,37.0,56.4516,228818.01,6184.2705,19.0,73.0,54.0,,,actual,,,,,,,,,,,,,
,60.0,44.0,19.0,0.0,2.0,44.0,70.0,250863.41,5701.4411,12.0,73.0,69.0,,,actual,,,,,,,,,,,,,
,99.0,36.0,20.0,0.0,1.0,36.0,35.3535,242367.35,6732.4263,28.0,42.0,54.0,,,actual,,,,,,,,,,,,,
,97.0,46.0,22.0,2.0,2.0,46.0,43.299,277657.73,6036.0376,13.0,41.0,66.0,,,actual,,,,,,,,,,,,,
,93.0,56.0,30.0,0.0,2.0,56.0,58.0645,358451.0,6400.9107,19.0,43.0,75.0,,,actual,,,,,,,,,,,,,
,96.0,67.0,40.0,0.0,2.0,67.0,67.7083,409613.87,6113.6398,29.0,41.0,95.0,,,actual,,,,,,,,,,,,,
,94.0,57.0,31.0,0.0,2.0,57.0,58.5106,355168.02,6231.0178,42.0,43.0,97.0,,,actual,,,,,,,,,,,,,
,94.0,61.0,38.0,1.0,2.0,61.0,61.7021,367140.02,6018.6888,35.0,40.0,102.0,,,actual,,,,,,,,,,,,,
,93.0,59.0,40.0,1.0,2.0,59.0,60.2151,347741.19,5893.9184,41.0,39.0,92.0,,,actual,,,,,,,,,,,,,
,92.0,70.0,37.0,1.0,3.0,70.0,71.7391,368294.78,5261.354,27.0,41.0,100.0,,,actual,,,,,,,,,,,,,
,100.0,68.0,31.0,1.0,2.0,68.0,65.0,412953.4,6072.8441,34.0,33.0,93.0,,,actual,,,,,,,,,,,,,
,95.0,63.0,27.0,1.0,1.0,63.0,64.2105,394970.77,6269.3773,33.0,38.0,86.0,,,actual,,,,,,,,,,,,,
,90.0,57.0,24.0,1.0,2.0,57.0,60.0,362062.29,6351.97,33.0,42.0,80.0,,,actual,,,,,,,,,,,,,
,98.0,58.0,29.0,2.0,2.0,58.0,55.102,351823.36,6065.92,28.0,35.0,90.0,,,actual,,,,,,,,,,,,,
,98.0,77.0,47.0,0.0,3.0,77.0,75.5102,504411.73,6550.8016,28.0,35.0,134.0,,,actual,,,,,,,,,,,,,
,99.0,80.0,54.0,0.0,3.0,80.0,77.7778,514337.58,6429.2197,51.0,33.0,124.0,,,actual,,,,,,,,,,,,,
,102.0,82.0,48.0,1.0,2.0,82.0,77.451,578104.64,7050.0565,46.0,32.0,136.0,,,actual,,,,,,,,,,,,,
,101.0,79.0,43.0,0.0,2.0,79.0,76.2376,488773.35,6187.0044,47.0,33.0,121.0,,,actual,,,,,,,,,,,,,
,106.0,86.0,47.0,0.0,2.0,86.0,79.2453,576347.47,6701.7147,42.0,28.0,123.0,,,actual,,,,,,,,,,,,,
,105.0,88.0,52.0,0.0,2.0,88.0,81.9048,551949.88,6272.1577,50.0,29.0,130.0,,,actual,,,,,,,,,,,,,
,110.0,103.0,61.0,1.0,2.0,103.0,90.9091,714881.82,6940.6001,46.0,24.0,162.0,,,actual,,,,,,,,,,,,,
,112.0,112.0,59.0,0.0,1.0,112.0,99.1071,751160.93,6706.794,51.0,20.0,207.0,,,actual,,,,,,,,,,,,,
,112.0,112.0,22.0,0.0,1.0,112.0,99.1071,750387.94,6699.8923,22.0,20.0,196.0,,,actual,,,,,,,,,,,,,
,110.0,90.0,38.0,0.0,2.0,90.0,80.0,583008.38,6477.8708,60.0,25.0,127.0,,,actual,,,,,,,,,,,,,
,109.0,92.0,47.0,1.0,2.0,92.0,81.6514,554094.45,6022.7657,45.0,26.0,137.0,,,actual,,,,,,,,,,,,,
,108.0,94.0,42.0,1.0,2.0,94.0,84.2593,601036.58,6394.0061,41.0,24.0,136.0,,,actual,,,,,,,,,,,,,
,107.0,101.0,42.0,1.0,2.0,101.0,91.5888,637971.11,6316.5456,37.0,25.0,146.0,,,actual,,,,,,,,,,,,,
,102.0,78.0,35.0,1.0,2.0,78.0,73.5294,503780.41,6458.7232,59.0,31.0,122.0,,,actual,,,,,,,,,,,,,
,101.0,92.0,51.0,0.0,2.0,92.0,89.1089,620889.61,6748.8001,37.0,31.0,145.0,,,actual,,,,,,,,,,,,,
,102.0,73.0,35.0,0.0,2.0,73.0,69.6078,489186.19,6701.1806,54.0,30.0,117.0,,,actual,,,,,,,,,,,,,
,101.0,58.0,25.0,0.0,2.0,58.0,55.4455,383039.09,6604.1222,41.0,33.0,89.0,,,actual,,,,,,,,,,,,,
,101.0,63.0,33.0,0.0,2.0,63.0,60.396,416960.98,6618.4282,33.0,31.0,97.0,,,actual,,,,,,,,,,,,,
,103.0,91.0,49.0,0.0,3.0,91.0,85.4369,574909.93,6317.6915,22.0,30.0,134.0,,,actual,,,,,,,,,,,,,
,103.0,91.0,43.0,0.0,3.0,91.0,85.4369,637327.3,7003.5967,43.0,29.0,127.0,,,actual,,,,,,,,,,,,,
,103.0,83.0,36.0,0.0,2.0,83.0,78.6408,618696.21,7454.1712,44.0,30.0,127.0,,,actual,,,,,,,,,,,,,
,101.0,87.0,49.0,0.0,3.0,87.0,83.1683,654843.67,7526.9387,45.0,31.0,147.0,,,actual,,,,,,,,,,,,,
,102.0,79.0,46.0,0.0,2.0,79.0,75.4902,574839.93,7276.4548,54.0,30.0,135.0,,,actual,,,,,,,,,,,,,
,106.0,99.0,52.0,0.0,2.0,99.0,91.5094,716187.28,7234.2149,32.0,26.0,153.0,,,actual,,,,,,,,,,,,,
,104.0,95.0,43.0,0.0,2.0,95.0,89.4231,681873.86,7177.6195,49.0,28.0,147.0,,,actual,,,,,,,,,,,,,
,104.0,95.0,38.0,0.0,2.0,95.0,89.4231,683434.99,7194.0525,38.0,30.0,139.0,,,actual,,,,,,,,,,,,,
,106.0,100.0,37.0,1.0,2.0,100.0,91.5094,727280.47,7272.8047,32.0,26.0,151.0,,,actual,,,,,,,,,,,,,
